1,2,795,158,73,91,1,1,1
2,2,798,158,73,91,1,1,1
3,2,802,159,73,91,1,1,1
4,2,805,159,73,91,1,1,1
5,2,809,160,73,91,1,1,1
6,2,812,160,73,91,1,1,1
7,2,816,161,73,91,1,1,1
8,2,819,161,73,91,1,1,1
9,2,823,162,73,91,1,1,1
10,2,826,162,73,91,1,1,1
11,2,830,163,73,91,1,1,1
12,2,831,162,73,92,1,1,1
13,2,833,162,72,92,1,1,1
14,2,834,162,73,92,1,1,1
15,2,836,162,72,92,1,1,1
16,2,837,162,73,92,1,1,1
17,2,839,162,72,92,1,1,1
18,2,841,162,72,92,1,1,1
19,2,839,161,72,92,1,1,1
20,2,837,161,72,91,1,1,1
21,2,835,161,73,91,1,1,1
22,2,835,158,73,91,1,1,1
23,2,836,155,73,91,1,1,1
24,2,836,152,73,91,1,1,1
25,2,837,149,73,91,1,1,1
26,2,837,146,73,91,1,1,1
27,2,838,144,73,91,1,1,1
28,2,841,145,73,91,1,1,1
29,2,844,146,73,91,1,1,1
30,2,847,147,73,91,1,1,1
31,2,850,148,73,91,1,1,1
32,2,852,148,73,91,1,1,1
33,2,854,149,73,91,1,1,1
34,2,857,150,73,91,1,1,1
35,2,859,150,73,91,1,1,1
36,2,862,151,73,91,1,1,1
37,2,864,152,73,91,1,1,1
38,2,866,152,73,91,1,1,1
39,2,869,153,73,91,1,1,1
40,2,871,154,73,91,1,1,1
41,2,874,155,73,91,1,1,1
42,2,872,155,73,91,1,1,1
43,2,870,156,73,91,1,1,1
44,2,868,157,73,91,1,1,1
45,2,867,158,72,91,1,1,1
46,2,865,159,72,91,1,1,1
47,2,863,160,72,91,1,1,1
48,2,862,161,72,91,1,1,1
49,2,857,159,72,91,1,1,1
50,2,852,157,73,91,1,1,1
51,2,848,155,72,91,1,1,1
52,2,843,153,73,91,1,1,1
53,2,838,151,73,91,1,1,1
54,2,834,150,73,91,1,1,1
55,2,831,151,73,91,1,1,1
56,2,828,153,73,91,1,1,1
57,2,825,155,73,91,1,1,1
58,2,825,155,73,91,1,1,1
59,2,536,261,24,30,1,1,1
60,2,537,260,24,30,1,1,1
61,2,539,259,24,30,1,1,1
62,2,540,258,24,30,1,1,1
63,2,542,258,24,30,1,1,1
64,2,542,257,24,29,1,1,1
65,2,542,256,24,29,1,1,1
66,2,542,255,24,29,1,1,1
67,2,542,254,24,29,1,1,1
68,2,542,253,24,29,1,1,1
69,2,542,252,24,29,1,1,1
70,2,541,251,24,29,1,1,1
71,2,540,251,24,29,1,1,1
72,2,539,250,24,30,1,1,1
73,2,538,250,24,30,1,1,1
90,2,564,247,26,31,1,1,1
91,2,568,248,26,31,1,1,1
92,2,572,250,26,30,1,1,1
93,2,576,252,26,30,1,1,1
94,2,580,253,26,30,1,1,1
95,2,584,255,26,29,1,1,1
96,2,588,257,26,29,1,1,1
97,2,591,258,26,29,1,1,1
98,2,594,259,26,29,1,1,1
99,2,598,261,26,29,1,1,1
100,2,601,262,26,29,1,1,1
101,2,605,264,26,29,1,1,1
102,2,607,265,26,29,1,1,1
103,2,609,266,26,29,1,1,1
104,2,611,268,26,29,1,1,1
105,2,613,269,26,29,1,1,1
106,2,616,271,26,29,1,1,1
107,2,617,272,26,29,1,1,1
108,2,618,273,26,29,1,1,1
109,2,620,275,26,29,1,1,1
110,2,621,276,26,29,1,1,1
111,2,622,277,26,29,1,1,1
112,2,624,279,26,29,1,1,1
113,2,624,280,26,29,1,1,1
114,2,625,281,26,29,1,1,1
115,2,626,283,26,29,1,1,1
116,2,627,284,26,29,1,1,1
117,2,628,285,26,29,1,1,1
118,2,628,285,26,29,1,1,1
119,2,201,212,61,73,1,1,1
120,2,199,212,61,73,1,1,1
121,2,198,213,61,73,1,1,1
122,2,196,213,61,73,1,1,1
123,2,195,214,61,73,1,1,1
124,2,193,215,61,73,1,1,1
125,2,192,215,61,73,1,1,1
126,2,190,216,61,73,1,1,1
127,2,189,216,61,73,1,1,1
128,2,187,217,61,73,1,1,1
129,2,186,218,61,73,1,1,1
130,2,189,218,61,73,1,1,1
131,2,193,218,61,73,1,1,1
132,2,197,218,61,73,1,1,1
133,2,201,218,61,73,1,1,1
134,2,205,219,61,73,1,1,1
135,2,208,219,61,73,1,1,1
136,2,212,219,61,73,1,1,1
137,2,216,219,61,73,1,1,1
138,2,220,219,61,73,1,1,1
139,2,224,220,61,73,1,1,1
140,2,225,219,61,73,1,1,1
141,2,226,219,61,73,1,1,1
142,2,227,219,61,73,1,1,1
143,2,229,219,61,73,1,1,1
144,2,230,219,61,73,1,1,1
145,2,231,218,61,73,1,1,1
146,2,233,218,61,73,1,1,1
147,2,234,218,61,73,1,1,1
148,2,235,218,61,73,1,1,1
149,2,237,218,61,73,1,1,1
150,2,237,218,61,73,1,1,1
151,2,237,218,61,73,1,1,1
152,2,237,218,61,73,1,1,1
153,2,238,218,61,73,1,1,1
154,2,238,218,61,73,1,1,1
155,2,238,218,61,73,1,1,1
156,2,239,218,61,73,1,1,1
157,2,239,218,61,73,1,1,1
158,2,239,218,61,73,1,1,1
159,2,240,219,61,73,1,1,1
160,2,240,221,61,73,1,1,1
161,2,241,223,61,73,1,1,1
162,2,242,225,61,73,1,1,1
163,2,243,227,61,73,1,1,1
